"","Wt1-1a","Wt1-1b","Wt1-1c","Wt1-2a","Wt1-2b","Wt1-3a","Wt1-3b","Wt1-3c","Wt1-4a","Wt1-4b","Wt1-4c","Wt1-5a","Wt1-5b","Wt1-5c","Wt1-6b","Wt1-6c","Wt2-1a","Wt2-1b","Wt2-1c","Wt2-2b","Wt2-2c","Wt2-3a","Wt2-3b","Wt2-3c","Wt2-4a","Wt2-5a","Wt2-5b","Wt2-5c","Wt2-6a","Wt2-6b","Wt2-6c"
"pdam_00000285",51.8998151736203,44.8075074826364,56.4365961343296,58.4158508453332,30.6068965717311,110.371793309633,36.9024980829815,45.7250502292621,68.9739812452882,42.4206082482135,45.5049359192514,76.9467279730999,46.8329199241889,65.3791519547575,41.825416581739,60.4992815212905,55.9080511784658,26.1002105378896,95.5571733361641,20.7211324233991,224.774970166514,47.3188429993999,80.8485858452311,56.6272906602519,51.8755452221668,41.4909476676389,49.9547786965131,63.6015324943524,47.9485126960505,76.8903878030482,61.2080975571263
"pdam_00000286",425.578484423686,298.716716550909,395.924428265451,310.438521635199,560.422830330662,279.029814546826,382.444071041808,329.428202788093,459.41598222308,335.508447054053,298.556774689723,308.918481421416,324.789340772946,307.343116198533,268.969602017952,352.048200090557,447.754830929292,500.404036519539,375.112733628133,694.157936183869,505.418863553607,418.910933612334,351.743847508473,370.966536774303,303.688087654768,475.138271677801,382.154057028325,385.078369465806,401.701984142468,426.269518346723,383.215915140269
"pdam_00000287",25.4780910852318,19.2032174925585,25.1794044291624,15.0212187888,20.0527943056169,19.842120145552,12.3008326943272,16.6272909924589,11.085104128707,21.8530406127161,15.5382708016956,12.4472648191779,19.4630316568058,23.2187642456148,21.2344422645752,22.4711617079079,25.01149657984,18.0001451985446,23.3810104971465,41.4422648467982,5.19710913679801,27.8346135290587,17.8496877840121,15.0235669098627,23.7762915601598,22.7531003338665,17.4841725437796,31.2225704972275,18.1138825740635,21.5832667517328,24.6163001044965
"pdam_00000288",418.973053401589,413.93602150626,382.032343063154,407.241931607466,469.657550842081,314.993657310639,308.639074875845,515.446020766227,344.869906226441,322.653717281867,371.808622754859,484.311758418923,406.899005575096,268.848849159751,472.948941347356,363.571872761279,445.79314492303,442.803571884197,647.55233420358,435.143780891381,557.389954921587,533.032849081475,324.444325015278,351.320333892175,454.991761219422,331.258372507762,481.439179687645,509.968651454717,380.391534055334,439.084582980565,497.648445355766
"pdam_00000289",70.7724752367549,81.0802516352468,63.3826387354779,81.7821911834665,68.6016647297421,66.9671554912382,64.8589360246341,83.1364549622947,89.9125112661792,91.2685813825201,88.7901188668321,63.3678936249058,63.2548528846188,62.324051396124,88.1551087953576,81.2418923285901,71.111117726996,75.6006098338872,63.0270717749167,72.5239634818968,25.9855456839901,61.2361497639292,64.0488796955727,52.0046546879864,72.4096152059412,64.9132568348544,74.9321680447697,60.1323579946605,80.4469490789292,68.1221856851567,69.1917624558819
"pdam_00000290",0.943633003156732,3.20053624875974,1.73651065028707,0,0,1.240132509097,0,1.03920568702868,3.69503470956901,5.14189190887437,7.76913540084781,0,3.0410986963759,2.44408044690682,1.93040384223411,0.5761836335361,0.980843003130979,0,1.01656567378898,0,0,1.39173067645294,0,1.15565899306636,1.08074052546181,0,1.24886946741283,3.46917449969195,0.532761252178339,0,0.665305408229634
"pdam_00000291",610.530553042406,580.363906441767,493.169024681526,467.326806762665,327.177170249539,416.684523056593,337.713770335164,314.879323169691,486.512903426586,376.643582325048,461.708618107527,474.127632657777,547.397765347662,402.662253627899,522.495973298032,341.676894686907,520.82763466255,532.80429787692,535.730110086792,538.749443008376,465.141267743422,521.899003669851,406.342892494863,337.452425975379,501.46360381428,390.148749842476,415.249097914765,499.561127955641,361.212128976914,302.840211610251,453.072983004381
"pdam_00000292",0,0,0,0,1.05541022661142,0,1.11825751766611,1.03920568702868,0,2.57094595443718,2.2197529716708,0,1.21643947855036,0.611020111726706,0,1.7285509006083,2.45210750782745,2.70002177978169,0,0,0,0,1.04998163435365,2.31131798613273,2.16148105092362,1.33841766669803,0,0,1.59828375653502,1.3489541719833,3.32652704114817
"pdam_00000293",19.8162930662914,28.8048262388377,19.9698724783012,18.3592674085333,11.6095124927256,35.9638427638131,34.6659830476493,17.6664966794876,29.5602776765521,35.9932433621206,23.3074062025434,38.47336398655,20.6794711353561,25.6628446925216,16.0866986852842,26.5044471426606,18.6360170594886,27.9002250577441,22.3644448233576,10.3605662116995,6.49638642099751,34.7932669113234,37.7993388367314,34.6697697919909,32.4222157638543,38.8141123342429,21.8552156797245,41.6300939963034,25.0397788523819,23.6066980097078,21.2897730633483
"pdam_00000294",82.0960712746357,65.0775703914481,73.8017026372003,65.0919480847998,89.7098692619705,47.1250353456861,51.4398458126408,70.6659867179505,54.1938424070121,44.9915542026507,46.6148124050868,72.4204498570352,66.2959515809947,53.1587497202234,81.0769613738325,60.4992815212905,79.4482832536093,86.400696953014,84.3749509244853,41.4422648467982,102.642905451761,108.554992763329,47.2491735459143,52.0046546879864,57.2792478494759,65.5824656682035,67.4389512402927,95.9804944914773,51.6778414612989,71.494571115115,53.8897380666003
"pdam_00000295",57.5616131925607,52.2754253964091,59.9096174349037,46.7326806762665,48.5488704241252,53.3256978911711,43.6120431889781,47.8034616033195,46.8037729878741,46.2770271798693,41.0654299759098,44.1312116316308,46.2247001849137,50.1036491615899,52.1209037403209,55.3136288194656,57.3793156831623,54.900442855561,52.8614150370269,51.8028310584977,101.343628167561,77.9369178813645,66.14884296428,72.806516563181,49.7140641712432,46.175409501082,53.0769523650452,75.1654474933256,56.472692730904,60.7029377392486,55.2203488830596
"pdam_00000296",1377.70418460883,1235.40699202126,1193.85107207236,1291.8248158368,1020.58168913324,1191.76734124222,1360.91939899965,1151.43990122778,1048.15817928108,985.95777352666,961.153036733457,950.518404373587,1327.13547109844,1092.50395976735,1327.47437550965,1039.43527489913,1273.13421806401,1325.71069387281,1163.96769648838,1253.62851161564,1017.33411352821,1621.36623806767,1084.63102828732,1022.75820886373,908.902781913382,1305.62643386393,1250.74277161395,1484.80668586815,908.357934964068,860.632761725346,962.031620300051
"pdam_00000297",281.202634940706,354.192678196078,312.571917051672,348.826080762132,268.0741975593,352.197632583549,420.464826642456,215.115577214938,330.089767388165,429.34797439101,421.753064617452,325.892024356658,364.323623825833,337.894121784868,322.377441653096,291.548918569267,411.463639813446,405.003266967253,285.654954334703,279.735287715888,193.592315345726,363.241706554217,376.943406732961,431.060804413754,412.842880726411,403.532926509456,276.624587031941,306.443747472789,324.984363828787,274.512173998602,347.954728504099
"pdam_00000298",894.564086992582,794.79983510867,823.974303561212,1026.449950568,942.481332363996,823.44798604041,657.53542038767,1118.18531924286,854.784696146964,893.403719166922,889.011065154156,942.597417670474,735.945884522968,799.825326250258,859.673177741589,792.828679745674,820.965593620629,654.305277967096,699.397183566818,880.648127994461,1200.53221060034,598.444190874763,721.337382800958,733.843460597142,893.772414556916,750.183102184246,940.398708961859,553.911528450815,702.712091623229,733.831069558916,776.411411403983
"pdam_00000299",395.382228322671,311.518861545948,390.71489631459,282.065108367466,412.665398605064,359.638427638131,328.767710193835,392.819749696843,403.990461579545,379.214528279485,328.523439807279,392.654626568613,274.307102413106,372.111248041564,309.508082704869,379.70501450029,359.478960647504,450.003629963615,439.156371076839,445.50434710308,574.28055961618,306.180748819646,423.142598644521,472.664528164143,389.066589166251,347.988593341488,375.909709691261,275.221176975561,418.217582959996,349.379130543675,345.95881227941
"pdam_00000300",197.219297659757,232.572300743208,207.513022709304,237.001452001066,204.749583962615,198.421201455521,232.59756367455,177.704172481905,221.702082574141,179.966216810603,209.766655822891,202.550945693895,195.846756046608,191.249294970459,146.067224062381,163.636151924252,196.659022127761,234.901894841007,193.147478019906,248.653589080789,232.570633871711,250.511521761529,203.696437064608,182.594120904486,213.986624041438,215.485244338383,182.959376975979,231.278299979463,172.614645705782,137.593325542297,193.603873794823
